滨	a
缤	a
濒	a
摈	i
髌	i
傧	i
镔	i
豳	i
斌	o
宾	o
膑	u
邠	u
彬	v
鬓	v
槟	v
殡	v
玢	v
婊	a
骠	a
骉	a
瀌	a
彪	i
幖	i
蔈	i
藨	i
镖	i
镳	i
儦	i
摽	i
俵	i
裱	o
熛	o
瘭	o
膘	u
飚	u
飑	u
鳔	u
脿	u
标	v
髟	v
飙	v
杓	v
表	v
憋	o
别	o
鳖	o
蹩	o
瘪	o
绊	a
阪	a
湴	a
办	a
搬	i
蝂	i
伴	i
钣	i
扳	i
拌	i
扮	i
半	o
昄	o
粄	o
瓣	o
𨭉	o
瘢	o
癍	o
版	u
颁	u
攽	u
般	u
舨	u
班	v
靽	v
坂	v
板	v
斑	v
屏	a
摒	i
蛃	i
病	o
昺	o
炳	o
并	o
冰	o
禀	o
兵	u
饼	u
秉	u
柄	v
丙	v
邴	v
败	a
摆	i
拜	i
伯	i
掰	i
捭	i
佰	i
呗	o
稗	u
白	u
百	v
柏	v
步	i
蔀	i
卜	i
钚	i
堡	i
钸	i
捕	i
补	o
晡	o
卟	o
怖	o
哺	o
部	o
瓿	o
簿	u
布	v
逋	v
醭	v
埠	v
埗	v
埔	v
㘵	v
不	v
避	a
纰	a
陛	a
泌	a
赑	a
婢	a
濞	a
妼	a
妣	a
滗	a
壁	a
嬖	a
沘	a
辟	a
屄	a
襞	a
臂	a
璧	a
弼	a
蔽	i
睥	i
髀	i
畀	i
蓖	i
薜	i
苾	i
荸	i
萆	i
荜	i
铋	i
佖	i
俾	i
必	o
裨	o
邲	o
诐	o
闭	o
跸	o
愎	o
咇	o
弊	o
鄙	o
敝	o
庇	o
哔	o
吡	o
痹	o
庳	o
笔	u
匕	u
狴	u
鲾	u
币	u
鼻	u
贲	u
彼	u
舭	u
秘	u
箅	u
馝	u
篦	u
秕	u
筚	u
毕	v
毙	v
毖	v
比	v
坒	v
逼	v
皕	v
觱	v
碧	v
珌	v
波	a
驳	a
泊	a
渤	a
浡	a
剥	a
擘	a
檗	a
播	i
嶓	i
薄	i
菠	i
蕃	i
钵	i
铂	i
钹	i
镈	i
拨	i
搏	i
跛	o
啵	o
袯	o
踣	o
亳	o
博	u
饽	u
鲌	u
帛	u
魄	u
勃	u
鹁	u
脖	u
舶	u
膊	u
箔	u
馞	u
簸	u
玻	v
僰	v
欂	v
礴	v
桲	v
磻	v
砵	v
边	a
编	a
缏	a
贬	a
𨚕	a
汴	a
弁	a
便	i
蝙	i
苄	i
萹	i
抃	i
遍	o
扁	o
褊	o
昪	o
窆	o
忭	o
煸	o
辩	o
辫	o
变	o
卞	o
辨	o
笾	u
鳊	u
鞭	v
匾	v
砭	v
碥	v
畚	a
苯	i
锛	i
倴	i
笨	u
坌	u
犇	u
奔	v
本	v
栟	v
坋	v
绑	a
浜	a
镑	i
蚌	i
蒡	i
傍	i
搒	i
谤	o
𠳐	o
膀	u
邦	v
榜	v
塝	v
彭	v
棓	v
磅	v
棒	v
帮	v
梆	v
玤	v
绷	a
崩	i
镚	i
迸	o
祊	o
嘣	o
蹦	o
甭	v
堋	v
甏	v
泵	v
琫	v
巴	a
妭	a
灞	a
拔	i
罢	i
岜	i
蚆	i
芭	i
菝	i
茇	i
钯	i
扒	i
把	i
捌	i
吧	o
跋	o
叭	o
粑	o
羓	o
疤	o
八	u
鲅	u
鲃	u
魃	u
爸	u
笆	u
胈	u
霸	v
靶	v
坝	v
朳	v
耙	v
贝	a
陂	a
鐾	a
北	i
蓓	i
倍	i
钡	i
背	i
邶	i
悲	i
辈	i
褙	o
被	o
悖	o
焙	o
糒	o
备	u
惫	u
狈	u
卑	u
鹎	u
孛	u
杯	v
鞴	v
鞁	v
碑	v
椑	v
碚	v
琲	v
孢	a
瀑	a
保	i
葆	i
苞	i
煲	i
抱	i
报	i
龅	i
宝	o
褓	o
暴	o
曝	o
趵	o
爆	o
炮	o
褒	o
包	u
饱	u
勹	u
刨	u
鲍	u
鸨	u
豹	u
胞	u
雹	v
枹	v
翠	a
缞	a
漼	a
淬	a
崔	i
萃	i
催	i
摧	i
啐	o
悴	o
粹	o
瘁	o
衰	o
脆	u
毳	u
璀	v
榱	v
凑	o
腠	u
辏	v
楱	v
测	a
侧	i
恻	o
册	u
策	u
厕	v
栅	v
骖	a
参	a
孱	a
餐	i
黪	i
掺	i
粲	i
惨	o
喰	o
惭	o
灿	o
䅟	u
残	v
蚕	v
璨	v
财	a
蔡	i
睬	i
偲	i
菜	i
踩	o
采	u
猜	u
彩	u
裁	u
材	v
才	v
促	i
蔟	i
蹴	o
粗	o
卒	o
簇	u
猝	u
徂	u
醋	v
酢	v
蹙	v
殂	v
赐	a
泚	a
此	i
伺	i
茨	i
茲	i
茈	i
莿	i
佽	i
雌	i
词	o
祠	o
呲	o
跐	o
慈	o
兹	o
糍	o
鹚	o
差	o
瓷	o
疵	o
次	o
辞	u
刺	v
磁	v
玼	v
搓	i
嵯	i
莝	i
锉	i
错	i
挫	i
撮	i
措	i
鹾	i
痤	o
蹉	o
瘥	o
矬	u
脞	u
酂	u
磋	v
厝	v
瑳	v
涔	a
岑	i
沧	a
仓	i
鸧	i
苍	i
伧	i
藏	i
舱	u
臧	v
层	a
嶒	i
蹭	o
噌	o
曾	o
拆	i
擦	i
嚓	o
礤	v
攒	i
镩	i
撺	i
蹿	o
窜	o
篡	u
爨	u
汆	u
皴	a
忖	o
蹲	o
吋	o
村	v
邨	v
寸	v
存	v
淙	a
骢	a
丛	i
葱	i
苁	i
从	i
悰	o
熜	o
匆	u
囱	u
聪	v
枞	v
琮	v
璁	v
漕	a
屮	a
操	i
螬	i
艹	i
草	i
糙	o
嘈	o
艚	u
肏	u
曹	v
𥕢	v
槽	v
队	a
怼	a
对	a
镦	i
㨃	i
兑	o
祋	o
憝	o
敦	o
追	u
堆	v
㙂	v
碓	v
刁	a
汈	a
屌	a
钓	i
铞	i
铫	i
掉	i
调	o
叼	o
吊	o
窎	o
凋	o
雕	u
鸟	u
鲷	u
貂	u
碉	v
陡	a
绖	a
叠	a
抖	i
蝶	i
蚪	i
螲	i
蔸	i
钭	i
揲	i
佚	i
斗	o
谍	o
读	o
跌	o
昳	o
蹀	o
窦	o
痘	o
咥	o
喋	o
兜	u
鲽	u
牒	u
爹	u
都	u
䏲	u
耋	u
瓞	u
迭	u
篼	u
豆	v
逗	v
堞	v
垤	v
碟	v
楪	v
锝	i
嘚	o
德	u
的	u
得	u
地	v
弹	a
蛋	a
疍	a
淡	a
赕	a
澹	a
担	i
眈	i
萏	i
但	i
掸	i
儋	i
单	o
诞	o
旦	o
惮	o
啖	o
憺	o
郸	o
疸	o
亶	o
瘅	o
丹	u
胆	u
膻	u
氮	u
箪	u
耽	v
聃	v
石	v
殚	v
盯	i
鼎	i
町	i
萣	i
钉	i
锭	i
铤	i
仃	i
订	o
啶	o
定	o
叮	o
疔	o
腚	u
顶	v
丁	v
酊	v
耵	v
碇	v
玎	v
逮	a
绐	a
骀	a
怠	a
迨	a
袋	i
贷	i
代	i
黛	i
岱	i
傣	i
垈	i
呆	o
诒	o
呔	o
待	u
戴	u
带	v
轪	v
棣	v
埭	v
歹	v
殆	v
大	v
玳	v
叇	v
甙	v
渡	a
赌	a
妒	a
渎	a
厾	a
督	i
睹	i
髑	i
黩	i
芏	i
镀	i
度	o
阇	o
嘟	o
独	u
牍	u
肚	u
笃	u
犊	u
毒	v
蠹	v
堵	v
椟	v
杜	v
滴	a
缔	a
翟	a
涤	a
嫡	a
娣	a
媂	a
低	i
迪	i
睇	i
骶	i
䗖	i
蒂	i
荻	i
菂	i
镝	i
俤	i
抵	i
提	i
底	o
谛	o
禘	o
诋	o
踶	o
蹢	o
嘀	o
弟	o
递	o
羝	o
帝	o
遆	o
第	u
狄	u
邸	u
氐	u
籴	u
觌	u
敌	u
笛	u
堤	v
髢	v
鞮	v
坻	v
砥	v
柢	v
碲	v
䃅	v
玓	v
𤧛	v
杕	v
堕	a
驮	a
缍	a
隳	a
隋	a
剟	a
沲	a
铎	i
掇	i
踱	o
咄	o
裰	o
跺	o
惰	o
哆	o
哚	o
亸	o
朵	u
剁	u
饳	u
多	u
躲	u
舵	u
夺	v
垛	v
㙍	v
柁	v
埵	v
殿	a
阽	a
淀	a
滇	a
电	i
典	i
巅	i
佃	i
钿	i
垫	i
掂	i
点	i
店	o
扂	o
踮	o
惦	o
奠	o
癫	o
癜	o
颠	u
甸	u
簟	u
碘	v
坫	v
磹	v
玷	v
靛	v
琔	v
扽	i
凼	a
党	i
蟷	i
荡	i
菪	i
铛	i
当	i
挡	i
裆	o
谠	o
宕	o
筜	u
档	v
𣗋	v
垱	v
砀	v
珰	v
铥	i
丢	u
登	a
澄	a
邓	a
凳	a
瞪	i
嶝	i
镫	i
灯	o
噔	o
蹬	o
戥	o
簦	u
等	u
磴	v
璒	v
妲	a
溚	a
沓	a
打	i
迚	i
荙	i
𨱏	i
搭	i
瘩	o
褡	o
嗒	o
跶	o
怛	o
嗲	o
炟	o
哒	o
答	u
笪	u
达	v
鞑	v
靼	v
垯	v
耷	v
缎	a
锻	i
耑	i
断	o
煅	o
端	o
段	u
簖	u
短	u
椴	v
塅	v
瑖	v
沌	a
钝	i
盹	i
囤	i
吨	o
蹾	o
惇	o
炖	o
盾	u
遁	u
礅	v
趸	v
顿	v
墩	v
砘	v
洞	a
董	i
峒	i
岽	i
侗	i
懂	o
恫	o
咚	o
冻	o
冬	u
胴	u
胨	u
氡	u
东	v
鸫	v
垌	v
硐	v
栋	v
动	v
刀	a
导	a
倒	i
帱	i
捣	i
捯	i
道	o
祷	o
叨	o
蹈	o
悼	o
忉	o
盗	o
岛	u
鱽	u
舠	u
稻	u
氘	u
纛	v
到	v
焘	v
水	a
睡	i
帨	i
谁	o
说	o
税	u
绶	a
收	a
手	i
售	i
授	i
首	o
守	o
兽	o
瘦	o
熟	o
受	u
狩	u
艏	u
寿	v
涉	a
赊	a
滠	a
舍	i
蛇	i
虵	i
摄	i
拾	i
折	i
佘	i
畲	i
畬	i
歙	i
社	o
设	o
慑	o
麝	o
射	u
猞	u
舌	u
奢	v
赦	v
厍	v
奓	v
陕	a
缮	a
骟	a
汕	a
赡	a
姗	a
嬗	a
潸	a
擅	i
蟮	i
山	i
苫	i
芟	i
钐	i
掞	i
善	o
扇	o
讪	o
禅	o
衫	o
闪	o
晱	o
跚	o
煽	o
鄯	o
糁	o
剡	o
疝	o
颤	o
删	u
鳝	u
鳣	u
膳	u
舢	u
珊	v
埏	v
墡	v
杉	v
摔	i
蟀	i
帅	i
率	o
甩	u
晒	o
筛	u
色	u
酾	v
书	a
纾	a
疏	a
陎	a
淑	a
赎	a
恕	a
婌	a
姝	a
属	a
漱	a
沭	a
澍	a
叔	i
署	i
蜀	i
墅	i
竖	i
蔬	i
薯	i
菽	i
倏	i
抒	i
摅	i
舒	i
鄃	i
毹	i
暑	o
曙	o
糬	o
数	o
孰	o
庶	o
塾	o
鼠	u
殳	u
腧	u
黍	u
秫	u
树	v
输	v
束	v
术	v
述	v
梳	v
殊	v
戍	v
枢	v
琡	v
始	a
驶	a
浉	a
湿	a
湜	a
虱	a
尸	a
屎	a
鸤	a
使	i
史	i
似	i
峙	i
畤	i
莳	i
蓍	i
食	i
铈	i
师	i
势	i
誓	i
逝	i
什	i
拭	i
仕	i
侍	i
试	o
诗	o
视	o
识	o
谥	o
祏	o
呞	o
襫	o
匙	o
嘘	o
时	o
是	o
室	o
实	o
恃	o
嗜	o
噬	o
炻	o
市	o
施	o
十	u
狮	u
鲺	u
蚀	u
鲥	u
饰	u
氏	u
鼫	u
释	u
辻	u
弑	u
失	u
适	u
舐	u
矢	u
筮	u
䏡	u
事	v
轼	v
世	v
贳	v
䴓	v
士	v
邿	v
螫	v
埘	v
柿	v
豕	v
殖	v
式	v
示	v
奭	v
栻	v
妁	a
铄	i
蒴	i
搠	i
烁	o
朔	o
槊	o
硕	v
孀	a
骦	a
双	a
泷	a
漺	a
爽	v
霜	v
鹴	v
礵	v
深	a
渗	a
绅	a
沈	a
渖	a
婶	a
娠	a
伸	i
申	i
屾	i
瞫	i
肾	i
莘	i
葚	i
侁	i
审	o
谌	o
谂	o
神	o
诜	o
呻	o
慎	o
燊	o
哂	o
瘆	o
身	u
鲹	u
胂	u
矧	u
甡	u
甚	v
砷	v
蜃	v
椹	v
珅	v
汤	a
绱	a
尚	i
赏	i
裳	i
伤	i
上	i
商	o
晌	o
熵	o
觞	u
墒	v
垧	v
殇	v
刷	a
唰	o
耍	v
圣	a
绳	a
陞	a
渑	a
省	i
嵊	i
晟	o
昇	o
剩	u
胜	u
升	u
甥	u
眚	u
乘	u
牲	u
笙	u
生	u
声	v
盛	v
沙	a
纱	a
鲨	a
裟	a
傻	i
莎	i
铩	i
痧	o
啥	o
唼	o
嗄	o
杀	u
煞	u
刹	u
歃	u
厦	v
霎	v
砂	v
涮	a
拴	i
闩	o
腨	u
栓	v
瞬	i
吮	o
顺	u
舜	u
楯	v
绍	a
邵	a
劭	a
召	a
潲	a
捎	i
蛸	i
苕	i
芍	i
少	i
烧	o
哨	o
韶	o
稍	u
勺	u
艄	u
筲	u
梢	v
柖	v
鞘	v
玿	v
坠	a
缀	a
骓	a
缒	a
锥	i
隹	i
揣	i
惴	o
赘	v
椎	v
覅	v
洲	a
骤	a
绉	a
纣	a
赒	a
妯	a
婤	a
粥	a
帚	a
昼	a
胄	i
荮	i
㑇	i
州	o
诌	o
咒	o
宙	o
啁	o
皱	u
周	u
繇	u
舟	u
鸼	u
肘	u
籀	u
缶	u
否	v
轴	v
辀	v
酎	v
碡	v
浙	a
蔗	i
锗	i
哲	i
摺	i
蛰	i
蜇	i
晢	i
遮	o
褶	o
谪	o
褚	o
啫	o
着	o
鹧	o
䗪	o
戢	o
这	o
者	u
辙	v
辄	v
喆	v
赭	v
磔	v
詟	v
柘	v
泛	a
氾	a
贩	a
范	i
帆	i
幡	i
畈	i
藩	i
蘩	i
钒	i
烦	o
蹯	o
燔	o
饭	u
凡	u
犯	u
翻	u
番	u
返	u
反	u
繁	u
梵	v
墦	v
樊	v
矾	v
璠	v
拽	i
跩	o
转	v
摘	i
择	i
债	i
砦	i
宅	o
窄	o
寨	o
斋	o
瘵	o
祭	u
妇	a
缚	a
绋	a
驸	a
绂	a
附	a
洑	a
赋	a
涪	a
赙	a
浮	a
滏	a
㳇	a
弗	a
艴	a
付	i
幅	i
幞	i
蝮	i
蜉	i
佛	i
蝠	i
罘	i
蚨	i
芙	i
茀	i
䓛	i
苻	i
茯	i
菔	i
莩	i
莆	i
芾	i
黼	i
芣	i
黻	i
俯	i
扶	i
拂	i
拊	i
俘	i
抚	i
伏	i
傅	i
府	o
福	o
袱	o
讣	o
祓	o
咐	o
跗	o
趺	o
富	o
怫	o
宓	o
㕮	o
腐	o
鄜	o
呋	o
呒	o
复	u
负	u
鲋	u
服	u
孵	u
凫	u
鳆	u
匐	u
阜	u
父	u
孚	u
郛	u
斧	u
腑	u
釜	u
腹	u
符	u
氟	u
脯	u
馥	u
稃	u
肤	u
簠	u
副	v
辅	v
辐	v
覆	v
甫	v
敷	v
赴	v
砩	v
桴	v
砆	v
夫	v
榑	v
琈	v
麸	v
韨	v
玞	v
治	a
纸	a
滍	a
织	a
彘	a
陟	a
骘	a
沚	a
汁	a
泜	a
滞	a
咫	a
指	i
置	i
ㄓ	i
帜	i
蜘	i
帙	i
蛭	i
芝	i
芷	i
黹	i
𦭜	i
茋	i
锧	i
铚	i
值	i
贽	i
絷	i
挚	i
掷	i
伎	i
摭	i
执	i
扺	i
鸷	i
止	i
侄	i
只	o
祁	o
祉	o
禔	o
之	o
祗	o
祇	o
趾	o
踯	o
踬	o
跖	o
晊	o
跱	o
窒	o
忮	o
吱	o
痔	o
痣	o
痓	o
庤	o
知	u
旨	u
炙	u
觯	u
直	u
支	u
疐	u
𨙸	u
豸	u
膣	u
质	u
脂	u
卮	u
胝	u
徵	u
肢	u
制	u
稚	u
雉	u
智	u
秩	u
稙	u
至	v
致	v
郅	v
轵	v
轾	v
职	v
郦	v
栉	v
酯	v
志	v
址	v
枳	v
埴	v
枝	v
植	v
榰	v
栀	v
桎	v
梽	v
浊	a
濯	a
缴	a
淖	a
浞	a
叕	a
汋	a
涿	a
捉	i
著	i
茁	i
倬	i
镯	i
䦃	i
拙	i
擢	i
卓	i
桌	i
诼	o
禚	o
躅	o
晫	o
灼	o
焯	o
啄	o
酌	v
棹	v
棁	v
斫	v
琢	v
椓	v
奘	a
撞	i
幢	i
僮	i
状	o
憧	o
壮	o
妆	o
戆	o
装	o
庄	o
桩	v
纷	a
瀵	a
翂	a
汾	a
𣸣	a
份	i
芬	i
蕡	i
棻	i
偾	i
粉	o
愤	o
粪	o
吩	o
氛	u
鲼	u
鼢	u
忿	u
分	u
奋	v
酚	v
坟	v
豮	v
焚	v
棼	v
防	a
纺	a
妨	a
仿	i
蚄	i
芳	i
钫	i
方	o
房	o
访	o
昉	o
邡	o
放	o
彷	u
鲂	u
肪	u
舫	u
牥	u
坊	v
匚	v
枋	v
挝	i
抓	i
爪	u
髽	v
缝	a
赗	a
沨	a
浲	a
沣	a
峰	i
蜂	i
崶	i
葑	i
锋	i
俸	i
酆	i
疯	o
讽	o
烽	o
冯	o
唪	o
凤	u
逢	u
风	u
丰	v
封	v
堼	v
枫	v
砜	v
奉	v
法	a
溠	a
发	a
渣	a
罚	i
眨	i
蚱	i
铡	i
扎	i
挓	i
拃	i
揸	i
伐	i
垡	i
炸	o
诈	o
阀	o
闸	o
哳	o
咤	o
怍	o
咋	o
鲝	o
吒	o
喳	o
痄	o
乏	u
猹	u
鲊	u
齄	u
齇	u
乍	u
筏	u
劄	u
札	v
轧	v
榨	v
查	v
霅	v
砟	v
砝	v
䃎	v
楂	v
珐	v
赚	a
撰	i
颛	i
僎	i
传	i
啭	o
篆	u
馔	u
专	v
砖	v
瑑	v
费	a
沸	a
绯	a
妃	a
淝	a
飞	a
非	i
菲	i
镄	i
斐	i
翡	i
蜚	i
剕	i
棐	i
废	o
诽	o
扉	o
啡	o
悱	o
吠	o
痱	o
肥	u
狒	u
鲱	u
腓	u
朏	u
肺	u
篚	u
匪	v
霏	v
榧	v
终	a
众	i
忠	i
盅	i
蚣	i
中	i
仲	i
茽	i
钟	i
锺	i
衷	o
冢	o
踵	o
忪	o
种	u
螽	u
肿	u
舯	u
重	u
柊	v
沼	a
招	i
罩	i
䓬	i
钊	i
找	i
照	o
诏	o
肇	o
昭	o
曌	o
嘲	o
旐	o
朝	u
兆	u
笊	u
赵	v
癸	a
妫	a
氿	a
姽	a
归	i
贵	i
刿	i
嶲	i
眭	i
傀	i
刽	i
郐	i
跪	o
诡	o
闺	o
炅	o
晷	o
宄	o
炔	o
庋	o
廆	o
鬼	u
龟	u
鲑	u
鳜	u
皈	u
攰	u
簋	u
筀	u
桂	v
轨	v
桧	v
圭	v
邽	v
硅	v
柜	v
匦	v
规	v
瑰	v
珪	v
鬶	v
购	a
缑	a
沟	a
姤	a
媾	a
钩	i
岣	i
苟	i
佝	i
拘	i
诟	o
狗	u
勾	u
雊	u
句	u
够	u
耇	u
篝	u
笱	u
构	v
鞲	v
垢	v
彀	v
枸	v
觏	v
遘	v
隔	a
纥	a
哿	a
滆	a
葛	i
骼	i
蛤	i
虼	i
个	i
铬	i
镉	i
搁	i
搿	i
仡	i
鸽	i
合	i
颌	i
割	o
袼	o
阁	o
咯	o
盖	o
嗝	o
疙	o
胳	u
各	u
舸	u
膈	u
歌	v
戈	v
革	v
哥	v
鬲	v
圪	v
塥	v
格	v
硌	v
敢	a
绀	a
澉	a
淦	a
㽏	a
泔	a
擀	i
苷	i
赣	o
旰	o
疳	o
咁	o
肝	u
鳡	u
乾	u
竿	u
秆	u
感	v
橄	v
甘	v
酐	v
赶	v
坩	v
尴	v
矸	v
杆	v
柑	v
干	v
玕	v
夬	a
拐	i
掴	i
怪	o
乖	u
改	a
溉	a
陔	a
赅	a
戤	a
钙	i
芥	i
荄	i
该	o
晐	o
概	v
丐	v
垓	v
姑	a
孤	a
汩	a
沽	a
瀔	a
固	i
骨	i
蛊	i
崮	i
蛄	i
鹘	i
罟	i
菇	i
菰	i
蓇	i
锢	i
钴	i
估	i
雇	o
诂	o
咕	o
呱	o
羖	o
痼	o
故	u
觚	u
鲴	u
馉	u
谷	u
嘏	u
辜	u
古	u
榖	u
鸪	u
股	u
𦙶	u
箍	u
臌	u
牯	u
牿	u
顾	v
轱	v
贾	v
酤	v
鼓	v
瞽	v
堌	v
毂	v
梏	v
涡	a
国	i
果	i
帼	i
蜾	i
蝈	i
崞	i
锅	i
郭	o
呙	o
馘	o
粿	o
裹	o
猓	u
馃	u
腘	u
虢	u
聒	v
过	v
椁	v
埚	v
潢	a
洸	a
光	i
广	o
咣	o
逛	u
犷	u
胱	u
桄	v
𨐈	v
垙	v
珖	v
艮	a
茛	i
哏	o
跟	o
根	v
亘	v
港	a
纲	a
钢	i
岗	i
刚	i
冈	i
罡	i
扛	i
冮	o
缸	u
